State/ UT,Sl. No.,District/ Area,Year,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dowry Deaths,Assault on Women with intent to outrage her Modesty_Total,Insult to the Modesty of Women_Total,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Abetment of Suicides of Women,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986",Protection of Children from Sexual Offences Act,"Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,Total Crimes against Women
Jharkhand,2,Chaibasa,2015,59,4,49,5,20,0,17,0,0,19,0,0,0,0,173
Jharkhand,3,Chatra,2015,24,0,35,16,19,0,34,0,0,59,0,0,0,0,187
Jharkhand,4,Deoghar,2015,44,0,78,25,40,5,195,0,0,172,0,0,0,0,559
Jharkhand,5,Dhanbad,2015,40,24,80,9,128,0,45,0,0,62,0,0,0,2,390
Jharkhand,6,Dhanbad Railway,2015,1,0,4,0,11,0,0,0,0,0,0,0,0,0,16
Jharkhand,7,Dumka,2015,46,3,34,13,26,4,48,0,0,28,0,0,0,0,202
Jharkhand,8,Garhwa,2015,48,4,29,17,38,0,53,0,0,81,0,0,0,0,270
Jharkhand,9,Giridih,2015,45,31,57,35,238,0,116,0,0,152,0,0,0,0,674
Jharkhand,10,Godda,2015,30,0,17,6,0,0,82,0,0,77,0,0,0,0,212
Jharkhand,11,Gumla,2015,56,2,29,2,16,0,21,0,0,34,0,0,0,0,160
Jharkhand,12,Hazaribagh,2015,57,36,53,22,62,0,53,0,0,138,0,0,0,0,421
Jharkhand,13,Jamshedpur,2015,68,29,79,14,53,0,129,0,3,193,0,0,0,0,568
Jharkhand,14,Jamshedpur Railway,2015,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3
Jharkhand,15,Jamtara,2015,17,14,12,15,25,0,72,0,0,49,0,0,0,0,204
Jharkhand,16,Khunti,2015,21,0,3,0,10,0,2,0,0,6,0,0,0,0,42
Jharkhand,17,Koderma,2015,17,0,17,5,3,0,67,0,0,37,0,0,0,0,146
Jharkhand,18,Latehar,2015,28,2,16,4,32,0,20,0,0,41,0,0,0,0,143
Jharkhand,19,Lohardagga,2015,37,3,18,3,15,0,13,0,0,31,0,0,0,0,120
Jharkhand,20,Pakur,2015,54,7,22,4,16,0,111,0,0,51,0,0,0,0,265
Jharkhand,21,Palamu,2015,45,6,39,21,19,0,31,0,0,92,0,0,0,0,253
Jharkhand,22,Ramgarh,2015,20,15,16,11,39,0,21,0,0,109,0,0,0,1,232
Jharkhand,23,Ranchi,2015,89,0,65,8,0,0,58,0,0,53,0,0,0,0,273
Jharkhand,24,Sahebganj,2015,60,19,11,9,12,0,155,0,0,0,0,0,0,0,266
Jharkhand,25,Saraikela,2015,23,0,35,7,19,0,41,0,0,59,0,0,0,0,184
Jharkhand,26,Simdega,2015,27,3,7,2,3,0,10,0,0,9,0,0,0,0,61
Jharkhand,27,Total District(s),2015,1053,202,930,267,844,10,1654,0,3,1552,0,0,0,3,6518
Karnataka,1,Bagalkot,2015,12,1,12,2,153,0,43,0,0,30,0,0,0,1,254
Karnataka,2,Bengaluru City,2015,112,2,624,54,718,56,483,0,80,714,0,0,0,236,3079
Karnataka,3,Bengaluru District,2015,27,0,95,16,160,4,79,0,0,36,0,0,0,9,426
Karnataka,4,Belagavi District,2015,14,0,47,2,173,6,149,0,14,14,0,0,0,6,425
Karnataka,5,Ballari,2015,15,0,32,13,106,1,57,0,1,69,0,0,0,12,306
Karnataka,6,Bidar,2015,9,0,15,10,88,14,126,0,11,30,0,0,0,2,305
Karnataka,7,Vijayapura,2015,22,1,32,10,140,0,134,0,13,3,0,0,0,5,360
Karnataka,8,Chikkaballapura,2015,13,0,5,12,74,1,19,0,9,30,0,0,0,1,164
Karnataka,9,Chamarajnagar,2015,7,0,3,9,110,2,10,0,1,6,0,0,0,1,149
Karnataka,10,Chikkamagaluru,2015,12,0,44,4,144,1,76,0,17,29,0,0,0,0,327
Karnataka,11,Chitradurga,2015,6,0,66,3,250,0,55,0,9,41,0,0,0,5,435
Karnataka,12,Dakshina Kannada,2015,19,2,7,1,101,5,32,0,3,11,0,0,0,0,181
Karnataka,13,Davanagere,2015,14,2,45,4,182,2,77,0,6,49,0,0,1,3,385
Karnataka,14,Dharwad,2015,4,0,21,2,34,0,34,0,0,0,0,0,0,0,95
Karnataka,15,Gadag,2015,7,0,2,0,49,0,21,0,0,4,0,0,0,2,85
Karnataka,16,Kalaburgi,2015,16,1,35,10,139,11,109,0,8,39,0,0,0,6,374
Karnataka,17,Hassan,2015,24,0,54,14,194,2,63,0,0,14,0,0,0,7,372
Karnataka,18,Haveri,2015,15,0,17,2,47,0,30,0,8,14,0,0,0,2,135
Karnataka,19,Hubballi Dharwad City,2015,7,0,21,3,32,2,60,0,3,0,0,0,0,7,135
Karnataka,20,K.G.F.,2015,0,0,7,4,13,1,4,0,1,12,0,0,0,0,42
Karnataka,21,Kodagu,2015,36,0,7,1,48,1,33,0,0,3,0,0,0,1,130
Karnataka,22,Kolar,2015,2,0,18,3,40,0,14,0,0,15,0,0,0,0,92
Karnataka,23,Koppal,2015,12,0,25,3,52,0,39,0,0,0,0,0,0,2,133
Karnataka,24,Mandya,2015,13,1,56,9,432,10,148,0,11,31,1,0,0,9,721
Karnataka,25,Mangaluru City,2015,14,0,5,0,80,7,31,0,0,36,0,0,0,7,180
Karnataka,26,Mysuru City,2015,32,1,44,8,74,1,44,0,2,75,0,0,0,52,333
Karnataka,27,Mysuru District,2015,9,0,40,5,160,1,79,0,0,14,1,0,0,2,311
Karnataka,28,Raichur,2015,17,2,11,8,223,2,150,0,6,60,0,0,0,1,480
Karnataka,29,K.Railways,2015,1,0,0,0,10,0,0,0,0,0,0,0,0,0,11
Karnataka,30,Ramanagara,2015,20,0,68,11,152,2,64,0,12,35,0,0,0,1,365
Karnataka,31,Shimoga,2015,27,0,55,10,368,2,187,0,20,0,0,0,0,12,681
Karnataka,32,Tumakuru,2015,15,0,35,16,84,9,64,0,7,35,0,0,0,18,283
Karnataka,33,Udupi,2015,20,0,15,0,110,3,35,0,9,34,0,0,0,4,230
Karnataka,34,Uttara Kannada,2015,6,2,26,0,161,4,53,0,7,18,0,0,0,3,280
Karnataka,35,Yadgiri,2015,7,1,9,2,138,0,59,0,8,15,0,0,0,1,240
Karnataka,36,Belagavi City,2015,3,0,13,3,73,4,71,0,7,25,0,0,0,2,201
Karnataka,37,Total District(s),2015,589,16,1611,254,5112,154,2732,0,273,1541,2,0,1,420,12705
Kerala,1,Alapuzha,2015,48,1,10,0,201,13,154,0,5,1,0,0,10,2,445
Kerala,2,Ernakulam Commr.,2015,51,0,8,0,140,19,123,0,0,0,0,0,4,59,404
Kerala,3,Ernakulam Rural,2015,79,0,8,1,177,22,145,0,0,0,0,0,12,10,454
Kerala,4,Idukki,2015,85,0,12,0,181,13,108,0,0,0,0,0,6,0,405
Kerala,5,Kannur,2015,56,4,13,1,219,11,235,0,0,0,2,0,1,4,546
Kerala,6,Kasargod,2015,57,0,8,0,147,8,130,0,1,0,0,0,3,0,354
Kerala,7,Kollam Commr.,2015,56,0,6,0,172,7,221,0,0,0,0,0,22,4,488
Kerala,8,Kollam Rural,2015,52,0,7,0,218,19,195,0,5,0,0,0,6,0,502
Kerala,9,Kottayam,2015,48,0,9,0,153,23,135,0,0,0,0,0,6,2,376
Kerala,10,Kozhikode Commr.,2015,32,0,8,1,126,12,182,0,0,0,0,0,0,0,361
Kerala,11,Kozhikode Rural,2015,45,9,13,0,238,5,253,0,1,0,0,0,4,1,569
Kerala,12,Malappuram,2015,129,2,3,0,321,30,494,0,0,0,0,0,8,2,989
Kerala,13,Palakkad,2015,72,0,17,1,144,21,363,0,3,0,0,0,2,1,624
Kerala,14,Pathanamthitta,2015,62,0,7,0,178,8,75,0,0,0,0,0,1,0,331
Kerala,15,Railways,2015,1,0,0,0,43,5,0,0,0,0,0,0,0,0,49
Kerala,16,Thrissur Commr.,2015,45,1,6,0,102,11,90,0,1,1,0,0,0,7,264
Kerala,17,Thrissur Rural,2015,65,0,14,2,267,17,305,0,2,0,2,0,10,4,688
Kerala,18,Trivandrum Commr.,2015,38,1,15,0,207,7,97,0,0,0,0,0,29,31,425
Kerala,19,Trivandrum Rural,2015,129,9,20,1,603,10,253,0,2,2,0,0,8,3,1040
Kerala,20,Wayanadu,2015,104,3,7,0,144,6,109,0,2,0,0,0,0,5,380
Kerala,21,Crime Branch,2015,2,0,1,1,6,0,1,0,3,0,0,0,0,0,14
Kerala,22,Total District(s),2015,1256,30,192,8,3987,267,3668,0,25,4,4,0,132,135,9708
Madhya Pradesh,1,Agar,2015,32,1,15,1,87,8,41,0,1,0,0,0,0,0,186
Madhya Pradesh,2,Alirajpur,2015,36,0,14,2,23,1,11,0,16,0,0,0,0,0,103
Madhya Pradesh,3,Anuppur,2015,65,2,57,6,71,0,57,0,9,1,0,0,0,0,268
Madhya Pradesh,4,Ashok Nagar,2015,68,3,33,15,171,1,90,0,0,0,0,0,0,0,381
Madhya Pradesh,5,Balaghat,2015,146,0,92,8,151,6,77,0,9,6,0,0,0,0,495
Madhya Pradesh,6,Barwani,2015,102,0,23,4,94,2,19,0,11,0,0,0,0,0,255
Madhya Pradesh,7,Betul,2015,65,2,90,8,142,12,115,0,0,2,0,0,0,0,436
Madhya Pradesh,8,Bhind,2015,60,0,68,27,134,0,123,0,19,2,0,0,0,0,433
Madhya Pradesh,9,Bhopal,2015,161,3,263,16,392,20,337,0,0,0,0,0,0,0,1192
Madhya Pradesh,10,Bhopal Railway,2015,5,0,7,0,34,1,1,0,0,0,0,0,0,0,48
Madhya Pradesh,11,Burhanpur,2015,53,0,4,1,89,4,18,0,0,0,0,0,0,0,169
Madhya Pradesh,12,Chhatarpur,2015,52,1,115,24,183,0,112,0,0,0,0,0,0,0,487
Madhya Pradesh,13,Chhindwara,2015,173,0,147,10,227,0,110,0,24,4,0,0,0,0,695
Madhya Pradesh,14,Damoh,2015,45,0,85,18,123,0,78,0,22,0,0,0,0,0,371
Madhya Pradesh,15,Datia,2015,31,0,18,16,81,0,46,0,0,0,0,0,0,0,192
Madhya Pradesh,16,Dewas,2015,123,3,65,9,189,18,166,0,13,0,0,0,89,0,675
Madhya Pradesh,17,Dhar,2015,116,2,175,4,167,10,47,0,22,0,0,0,0,0,543
Madhya Pradesh,18,Dindori,2015,45,0,42,1,105,2,62,0,4,0,0,0,0,0,261
Madhya Pradesh,19,Guna,2015,110,0,33,5,184,13,76,0,0,0,0,0,0,0,421
Madhya Pradesh,20,Gwalior,2015,158,5,105,29,255,9,380,0,20,11,0,0,0,0,972
Madhya Pradesh,21,Harda,2015,48,0,74,4,74,1,9,0,0,0,0,0,0,0,210
Madhya Pradesh,22,Hoshangabad,2015,101,0,54,5,104,6,94,0,17,0,0,0,0,2,383
Madhya Pradesh,23,Indore,2015,99,4,332,27,311,111,268,0,30,2,0,0,0,9,1193
Madhya Pradesh,24,Indore Railway,2015,0,0,1,1,8,0,0,0,0,0,0,0,0,0,10
Madhya Pradesh,25,Jabalpur,2015,126,5,254,31,286,27,210,0,34,17,0,0,0,0,990
Madhya Pradesh,26,Jabalpur Railway,2015,6,0,4,1,20,0,0,0,0,0,0,0,0,0,31
Madhya Pradesh,27,Jhabua,2015,31,0,112,0,62,5,10,0,0,0,0,0,0,0,220
Madhya Pradesh,28,Katni,2015,99,0,91,16,175,2,47,0,12,1,0,0,0,1,444
Madhya Pradesh,29,Khandwa,2015,108,0,68,8,182,9,67,0,3,0,0,0,0,0,445
Madhya Pradesh,30,Khargone,2015,145,0,143,32,249,0,50,0,0,0,0,0,0,0,619
Madhya Pradesh,31,Mandla,2015,41,0,104,6,80,0,48,0,8,0,0,0,0,0,287
Madhya Pradesh,32,Mandsaur,2015,79,0,61,6,134,4,87,0,8,0,0,0,0,0,379
Madhya Pradesh,33,Morena,2015,85,2,57,37,147,5,186,0,26,0,0,0,0,0,545
Madhya Pradesh,34,Narsinghpur,2015,57,0,65,27,134,2,109,0,14,1,0,0,0,0,409
Madhya Pradesh,35,Neemuch,2015,51,0,19,8,95,0,14,0,11,0,0,0,0,9,207
Madhya Pradesh,36,Panna,2015,61,0,54,12,72,0,40,0,12,1,0,0,0,0,252
Madhya Pradesh,37,Raisen,2015,119,2,50,13,195,8,0,0,12,1,0,0,0,0,400
Madhya Pradesh,38,Rajgarh,2015,107,3,59,7,178,3,209,0,9,0,0,0,0,0,575
Madhya Pradesh,39,Ratlam,2015,79,0,128,7,176,12,105,0,23,0,1,0,0,2,533
Madhya Pradesh,40,Rewa,2015,135,0,180,26,157,0,126,0,16,1,0,0,0,1,642
Madhya Pradesh,41,Sagar,2015,173,3,145,35,418,8,173,0,21,1,0,0,0,0,977
Madhya Pradesh,42,Satna,2015,59,6,161,34,162,13,110,0,15,0,0,0,0,0,560
Madhya Pradesh,43,Seoni,2015,77,0,112,10,136,20,217,0,10,6,0,0,0,0,588
Madhya Pradesh,44,Shahdol,2015,112,0,86,14,198,2,211,0,12,0,0,0,1,0,636
Madhya Pradesh,45,Shajapur,2015,23,2,28,11,74,1,88,0,13,0,0,0,1,0,241
Madhya Pradesh,46,Sheopur,2015,22,0,22,2,14,2,27,0,0,0,0,0,0,0,89
Madhya Pradesh,47,Shivpuri,2015,108,3,68,14,208,3,86,0,14,2,0,0,0,0,506
Madhya Pradesh,48,Sidhi,2015,17,1,70,10,67,1,43,0,11,0,0,0,0,0,220
Madhya Pradesh,49,Sehore,2015,125,1,62,6,146,6,169,0,10,1,0,0,0,0,526
Madhya Pradesh,50,Singrauli,2015,69,0,67,19,81,1,92,0,15,0,0,0,0,0,344
Madhya Pradesh,51,Tikamgarh,2015,70,1,89,10,165,4,42,0,5,0,0,0,0,0,386
Madhya Pradesh,52,Ujjain,2015,143,1,159,6,291,20,224,0,24,2,0,0,0,1,871
Madhya Pradesh,53,Umaria,2015,44,1,30,0,48,1,43,0,0,0,0,0,0,0,167
Madhya Pradesh,54,Vidisha,2015,126,0,87,15,300,6,111,0,22,0,0,0,0,0,667
Madhya Pradesh,55,Cyber Cell,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,56,Total District(s),2015,4391,57,4547,664,8049,390,5281,0,577,62,1,0,91,25,24135
Maharashtra,1,Ahmednagar,2015,106,1,148,14,376,7,243,0,54,0,0,0,0,4,953
Maharashtra,2,Akola,2015,44,0,47,4,222,6,144,0,19,3,0,0,0,0,489
Maharashtra,3,Amravati Commr.,2015,39,0,65,1,228,7,152,0,8,1,0,0,0,0,501
Maharashtra,4,Amravati Rural,2015,122,0,113,3,418,9,244,0,39,0,0,0,0,0,948
Maharashtra,5,Aurangabad Commr.,2015,65,0,90,3,383,4,314,0,20,0,0,0,0,3,882
Maharashtra,6,Aurangabad Rural,2015,45,0,43,18,242,5,185,0,0,0,0,0,0,1,539
Maharashtra,7,Beed,2015,78,0,60,5,263,3,362,0,49,0,0,0,0,3,823
Maharashtra,8,Bhandara,2015,25,0,52,0,92,8,41,0,4,0,0,0,0,3,225
Maharashtra,9,Buldhana,2015,63,0,21,14,266,24,140,0,37,2,0,0,0,0,567
Maharashtra,10,Chandrapur,2015,126,1,99,10,269,11,201,0,25,7,0,0,0,2,751
Maharashtra,11,Dhule,2015,35,0,24,6,69,7,200,0,7,0,0,0,0,0,348
Maharashtra,12,Gadchiroli,2015,41,1,18,1,40,6,13,0,5,0,0,0,0,0,125
Maharashtra,13,Gondia,2015,56,0,55,0,118,4,38,0,5,10,0,0,0,0,286
Maharashtra,14,Hingoli,2015,22,0,25,1,91,3,65,0,7,0,0,0,0,0,214
Maharashtra,15,Jalgaon,2015,66,1,88,1,288,21,276,0,0,1,0,0,0,1,743
Maharashtra,16,Jalna,2015,47,0,69,11,191,12,263,0,12,0,0,0,0,2,607
Maharashtra,17,Kolhapur,2015,93,0,158,7,219,2,128,0,10,0,0,0,0,16,633
Maharashtra,18,Latur,2015,54,0,68,8,155,1,205,0,15,0,0,0,0,6,512
Maharashtra,19,Mumbai Commr.,2015,712,0,904,9,2008,412,658,0,20,0,0,0,5,75,4803
Maharashtra,20,Mumbai Railway,2015,5,0,16,0,89,7,0,0,0,0,0,0,0,0,117
Maharashtra,21,Nagpur Commr.,2015,166,1,229,9,392,24,309,0,31,6,0,0,0,135,1302
Maharashtra,22,Nagpur Railway,2015,6,0,5,0,20,1,0,0,0,0,0,0,0,0,32
Maharashtra,23,Nagpur Rural,2015,84,0,62,1,167,16,61,0,21,8,0,0,0,0,420
Maharashtra,24,Nanded,2015,70,0,61,12,165,4,213,0,27,0,0,0,0,2,554
Maharashtra,25,Nandurbar,2015,25,0,22,0,41,4,38,0,11,0,0,0,0,1,142
Maharashtra,26,Nasik Commr.,2015,30,0,107,1,106,7,203,0,16,0,0,0,0,4,474
Maharashtra,27,Nasik Rural,2015,103,0,119,14,252,2,440,0,10,0,0,0,0,2,942
Maharashtra,28,Navi Mumbai,2015,104,0,163,9,202,25,89,0,16,0,0,0,0,11,619
Maharashtra,29,Osmanabad,2015,54,0,46,6,106,1,109,0,6,0,0,0,1,0,329
Maharashtra,30,Palghar,2015,135,0,249,2,226,13,51,0,11,0,0,0,1,3,691
Maharashtra,31,Parbhani,2015,44,0,40,11,153,1,205,0,18,1,0,0,0,0,473
Maharashtra,32,Pune Commr.,2015,266,0,466,17,705,66,379,0,15,0,0,0,0,55,1969
Maharashtra,33,Pune Railway,2015,4,0,5,0,13,0,0,0,2,0,0,0,0,0,24
Maharashtra,34,Pune Rural,2015,181,0,170,5,508,28,211,0,11,0,0,0,0,4,1118
Maharashtra,35,Raigad,2015,88,3,50,1,108,12,50,0,4,0,0,0,0,0,316
Maharashtra,36,Ratnagiri,2015,48,0,28,1,60,16,18,0,0,0,0,0,0,0,171
Maharashtra,37,Sangli,2015,67,0,95,16,171,4,103,0,36,0,0,0,0,1,493
Maharashtra,38,Satara,2015,114,1,150,2,274,18,155,0,38,0,0,0,0,2,754
Maharashtra,39,Sindhudurg,2015,28,0,13,0,38,2,10,0,0,0,0,0,0,0,91
Maharashtra,40,Solapur Commr.,2015,49,0,59,1,81,4,61,0,8,0,0,0,0,1,264
Maharashtra,41,Solapur Rural,2015,109,2,85,8,251,2,113,0,40,0,0,0,0,0,610
Maharashtra,42,Thane Commr.,2015,251,0,398,7,564,41,357,0,0,0,0,0,0,28,1646
Maharashtra,43,Thane Rural,2015,86,0,106,2,176,121,137,0,2,0,0,0,0,13,643
Maharashtra,44,Wardha,2015,60,0,56,0,243,4,67,0,12,1,0,0,0,0,443
Maharashtra,45,Washim,2015,30,0,34,12,206,4,127,0,12,0,0,0,0,0,425
Maharashtra,46,Yavatmal,2015,98,2,115,15,458,140,262,0,19,2,0,0,1,3,1115
Maharashtra,47,Total District(s),2015,4144,13,5096,268,11713,1119,7640,0,702,42,0,0,8,381,31126
Manipur,1,Bishnupur,2015,10,0,12,0,9,0,10,0,0,0,0,0,0,0,41
Manipur,2,Chandel,2015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Manipur,3,Churachandpur,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Manipur,4,C. I. D.,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,5,Imphal East,2015,11,1,17,0,23,2,5,0,0,0,0,0,0,0,59
Manipur,6,Imphal West,2015,13,0,34,0,43,0,13,0,0,0,0,0,0,0,103
Manipur,7,Senapati,2015,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Manipur,8,Tamenglong,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,9,Thoubal,2015,9,0,28,0,9,0,10,0,0,0,0,0,0,0,56
Manipur,10,Ukhrul,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Manipur,11,Total District(s),2015,46,1,94,0,84,2,39,0,0,0,0,0,0,0,266
Meghalaya,1,Garo Hills East,2015,2,0,0,0,5,0,1,0,0,0,0,0,0,0,8
Meghalaya,2,Garo Hills North,2015,5,0,10,0,5,0,1,0,0,0,0,0,0,0,21
Meghalaya,3,Garo Hills South,2015,2,0,3,0,2,0,0,0,0,0,0,0,0,0,7
Meghalaya,4,Garo Hills South West,2015,5,0,0,0,8,1,6,0,0,0,0,0,0,0,20
Meghalaya,5,Garo Hills West,2015,10,8,20,0,10,1,9,0,0,0,0,0,0,0,58
Meghalaya,6,Jaintia Hills West,2015,9,1,7,0,0,0,0,0,0,0,0,0,0,0,17
Meghalaya,7,Jaintia Hills East,2015,5,0,2,0,8,0,0,0,0,0,0,0,0,0,15
Meghalaya,8,Khasi Hills East,2015,15,3,3,0,43,17,24,0,0,0,0,0,0,0,105
Meghalaya,9,Khasi Hills South West,2015,4,0,0,0,2,0,0,0,0,0,0,0,0,0,6
Meghalaya,10,Khasi Hills West,2015,3,0,2,0,4,0,2,0,0,0,0,0,0,0,11
Meghalaya,11,Ri-Bhoi,2015,33,11,11,1,8,1,1,0,0,0,0,0,0,0,66
Meghalaya,12,Total District(s),2015,93,23,58,1,95,20,44,0,0,0,0,0,0,0,334
Mizoram,1,Aizawl,2015,17,2,3,0,30,1,3,0,0,0,0,0,0,0,56
Mizoram,2,Champhai,2015,5,0,0,0,5,0,0,0,0,0,0,0,0,0,10
Mizoram,3,Kolasib,2015,6,0,3,0,7,0,3,0,0,0,0,0,0,0,19
Mizoram,4,Lawngtlai,2015,7,4,1,0,3,0,0,0,0,0,0,0,0,0,15
Mizoram,5,Lunglei,2015,9,0,0,0,16,1,0,0,0,0,0,0,0,0,26
Mizoram,6,Mamit,2015,1,0,0,0,9,0,2,0,0,0,0,0,0,0,12
Mizoram,7,Saiha,2015,6,0,0,0,2,0,0,0,0,0,0,0,0,0,8
Mizoram,8,Serchhip,2015,7,0,1,0,3,0,1,0,0,0,0,0,0,0,12
Mizoram,9,Spl Traffic,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,10,Spl Narcotic,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,11,Total District(s),2015,58,6,8,0,75,2,9,0,0,0,0,0,0,0,158
Nagaland,1,Dimapur,2015,16,1,29,0,6,1,2,0,0,0,0,0,0,3,58
Nagaland,2,Kiphire,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,3,Kohima,2015,10,0,0,0,0,8,1,0,0,0,0,0,0,0,19
Nagaland,4,Longleng,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,5,Mokokchung,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nagaland,6,Mon,2015,2,0,0,0,2,0,1,0,0,0,0,0,0,0,5
Nagaland,7,Peren,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nagaland,8,Phek,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nagaland,9,Tuensang,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Nagaland,10,Wokha,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nagaland,11,Zunheboto,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nagaland,12,Total District(s),2015,35,1,30,0,8,9,4,0,0,0,0,0,0,3,90
Odisha,1,Angul,2015,55,7,79,1,287,17,164,0,0,0,0,0,0,2,612
Odisha,2,Balasore,2015,125,18,194,0,591,17,97,0,0,359,0,0,0,2,1403
Odisha,3,Baragarh,2015,85,0,88,17,320,20,171,0,0,0,0,0,0,5,706
Odisha,4,Berhampur,2015,40,0,54,0,95,21,236,0,0,0,0,0,0,4,450
Odisha,5,Bhadrak,2015,79,0,126,12,259,19,177,0,0,0,0,0,0,0,672
Odisha,6,Bolangir,2015,73,0,94,12,315,9,85,0,0,0,0,0,0,2,590
Odisha,7,Boudh,2015,27,0,14,8,113,4,23,0,0,50,0,0,0,0,239
Odisha,8,Cuttack,2015,46,0,70,0,55,18,29,0,0,0,0,0,0,0,218
Odisha,9,DCP BBSR,2015,87,0,140,22,130,20,143,0,0,0,0,0,0,17,559
Odisha,10,DCP CTC,2015,40,0,106,14,73,2,45,0,0,181,0,0,0,0,461
Odisha,11,Deogarh,2015,24,3,23,2,126,12,31,0,0,26,0,0,0,0,247
Odisha,12,Dhenkanal,2015,50,3,47,13,442,34,43,0,0,134,0,0,0,0,766
Odisha,13,Gajapati,2015,26,0,5,2,78,1,10,0,0,21,0,0,0,0,143
Odisha,14,Ganjam,2015,91,0,112,19,184,33,112,0,0,0,0,0,0,0,551
Odisha,15,Jagatsinghpur,2015,48,0,68,27,195,15,114,0,0,0,0,0,0,0,467
Odisha,16,Jajpur,2015,125,21,121,46,189,19,194,0,0,0,0,0,0,0,715
Odisha,17,Jharsuguda,2015,45,0,24,4,114,2,51,0,0,0,0,0,0,0,240
Odisha,18,Kalahandi,2015,67,4,105,7,382,25,180,0,0,0,0,0,0,0,770
Odisha,19,Kandhamal,2015,80,13,76,7,80,16,217,0,0,0,0,0,0,0,489
Odisha,20,Kendrapara,2015,44,18,78,18,196,21,228,0,0,0,0,0,0,1,604
Odisha,21,Keonjhar,2015,107,5,75,11,309,11,93,0,0,0,0,0,0,0,611
Odisha,22,Khurda,2015,50,0,53,17,74,19,116,0,0,0,0,0,0,0,329
Odisha,23,Koraput,2015,119,0,86,12,164,9,154,0,0,0,0,0,0,0,544
Odisha,24,Malkangiri,2015,28,0,24,4,66,5,14,0,0,21,0,0,0,0,162
Odisha,25,Mayurbhanj,2015,154,14,126,0,301,28,242,0,0,0,0,0,0,1,866
Odisha,26,Nayagarh,2015,35,7,52,20,79,4,21,0,0,90,0,0,0,1,309
Odisha,27,Nabarangpur,2015,101,3,110,3,281,20,100,0,0,48,0,0,0,0,666
Odisha,28,Nuapada,2015,24,0,32,1,97,6,75,0,0,0,0,0,0,0,235
Odisha,29,Puri,2015,64,8,135,26,139,7,70,0,0,186,0,0,0,0,635
Odisha,30,Rayagada,2015,66,0,78,5,88,13,56,0,0,0,0,0,0,0,306
Odisha,31,Rourkela,2015,70,0,83,4,192,5,83,0,0,82,0,0,0,0,519
Odisha,32,Sambalpur,2015,91,11,38,14,240,10,129,0,0,2,0,0,0,0,535
Odisha,33,Sonepur,2015,22,2,16,8,111,4,18,0,0,0,0,0,0,0,181
Odisha,34,SRP (Cuttack),2015,3,0,3,0,8,0,0,0,0,0,0,0,0,0,14
Odisha,35,SRP (Rourkela),2015,1,0,6,0,4,2,2,0,0,0,0,0,0,0,15
Odisha,36,Sundargarh,2015,59,0,46,0,122,3,82,0,1,1,0,0,0,0,314
Odisha,37,"CID, CB",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,38,HRPC,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Odisha,39,Total District(s),2015,2251,137,2587,356,6499,472,3605,0,1,1201,0,0,0,35,17144
Punjab,1,Amritsar Rural,2015,49,16,69,2,60,0,59,0,8,1,0,0,0,0,264
Punjab,2,Barnala,2015,28,1,29,0,33,0,26,0,8,1,0,0,0,0,126
Punjab,3,Batala,2015,27,2,41,8,25,0,43,0,0,0,0,0,0,0,146
Punjab,4,Bathinda,2015,57,4,47,7,55,2,48,0,10,0,0,0,0,5,235
Punjab,5,CP Amritsar,2015,27,6,62,3,38,2,102,0,4,0,0,0,0,5,249
Punjab,6,CP Jalandhar,2015,41,10,99,1,77,7,114,0,9,0,0,0,0,3,361
Punjab,7,CP Ludhiana,2015,101,18,231,4,131,7,128,0,12,0,0,0,0,21,653
Punjab,8,Faridkot,2015,24,3,8,1,36,0,13,0,4,0,0,0,0,1,90
Punjab,9,Fatehgarh Sahib,2015,22,1,13,0,32,0,40,0,1,0,0,0,0,0,109
